UNITID,year,school_name,instruction_staff,instructors_per_thousand_student,admin_professional_staff,admin_professionalstaff_perthousandstudent,noninstruction_academicstaff,noninstruction_academicstaff_perthousandstudent,nonadmin_trade_servicestaff,nonadmin_tradeservicestaff_perthousandstudent,all_instructors_staff,ug_student_perthousandstudent,instructor_salarypermillion,adminprofessionalstaff_salarypermillion,noninstruction_academicstaff_salarypermillion,nonadmin_tradeservicestaff_salarypermillion,ug_average_sch_studentperay,grad_average_sch_studentperay,ug_degrees_perthousand_ugstudent,ug_certi_perthousand_ugstudent,graddegree_perhundredgradstudent,grad_certi_perhundred_gradstudent,bachelordegree_4yeargradrate,bachelordegree_6yeargradrate,associatedegree_certi3yeargradrate
430883,2014,Cayuga Onondaga BOCES-Practical Nursing Program,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430908,2014,Clearfield County Career and Technology Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430935,2014,Colegio de Cinematograf�?a Artes y Television,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430971,2014,Delaware County Technical School-Practical Nursing Program,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430980,2014,Everest College-Torrance,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430999,2014,The Institute for Health Education,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
431017,2014,Mid-Del Technology Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
431026,2014,BIR Training Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
431071,2014,New York Institute of Massage Inc,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
431099,2014,Jolie Hair and Beauty Academy-Ludlow,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
431105,2014,Dutchess BOCES-Practical Nursing Program,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
431123,2014,Escuela Tecnica de Electricidad,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
431141,2014,Institute of Technology Inc,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
431169,2014,Garnet Career Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
431187,2014,Bristol Technical Education Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
431196,2014,Genesee Valley BOCES-Practical Nursing Program,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
431202,2014,Hamilton Fulton Montgomery BOCES-Practical Nursing Program,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
431266,2014,Henrico County-Saint Marys Hospital School of Practical Nursing,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
431275,2014,Herkimer County BOCES-Practical Nursing Program,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
431284,2014,International Beauty College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
431309,2014,Dewey University-Hato Rey,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
431558,2014,Cape Coral Institute of Technology,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
431594,2014,Massachusetts General Hospital Dietetic Internship,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
431600,2014,Mercy Hospital School of Nursing,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
431637,2014,American Beauty Academy,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
431691,2014,Northland Career Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
431707,2014,Norwich Technical High School,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
431716,2014,Ocean County Vocational-Technical School,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
431770,2014,Putnam Westchester BOCES-Practical Nursing Program,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
431877,2014,Sullivan County BOCES-Practical Nursing Program,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
431886,2014,Kaplan College-San Antonio-Ingram,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
431929,2014,Trinity College of Puerto Rico,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
431956,2014,Virginia Sewing Machines and School Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
431965,2014,Vogue Beauty and Barber School,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
431983,2014,Yeshiva of the Telshe Alumni,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
432074,2014,Northeast Technology Center-Kansas,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
432117,2014,Kenneth Shuler School of Cosmetology-Rock Hill,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
432144,2014,South Orange County Community College District,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
432223,2014,University of Phoenix-Washington,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
432232,2014,University of Phoenix-Central Florida Campus,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
432241,2014,University of Phoenix-Oregon,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
432269,2014,CET-El Paso,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
432302,2014,Kaplan College-Riverside,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
432348,2014,Appalachian School of Law,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
432357,2014,LIU Hudson at Westchester,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
432384,2014,Platt College-Ontario,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
432524,2014,Delaware College of Art and Design,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
432533,2014,The Art Institute of California-Argosy University Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
433004,2014,American University of Health Sciences,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
433013,2014,Career Networks Institute,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
433040,2014,Monty Tech,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
433068,2014,CHOICE High School and Technical Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
433101,2014,Lincoln Technical Institute-Lincoln,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
433138,2014,Wayne County Schools Career Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
433165,2014,Blessing Hospital School of Medical Laboratory Technology,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
433174,2014,Carolinas College of Health Sciences,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
433217,2014,Lester E Cox Medical Center-School of Medical Technology,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
433387,2014,Western Governors University,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
433420,2014,Santa Barbara Business College-Ventura,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
433466,2014,Sullivan and Cogliano Training Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
433536,2014,Herzing University-Kenner,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
433563,2014,Spencerian College-Lexington,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
433660,2014,Florida Gulf Coast University,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
433970,2014,Seacoast Career Schools-Sanford Campus,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434016,2014,Little Priest Tribal College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434052,2014,ITT Technical Institute-Richardson,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434061,2014,South Louisiana Community College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434140,2014,Pima Medical Institute-Chula Vista,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434159,2014,Lincoln College of Technology-Marietta,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434274,2014,Academy of Hair Design-Lufkin,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434283,2014,Academy of Hair Design-Beaumont,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434308,2014,Baltimore School of Massage-Linthicum,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434317,2014,Charter College-Canyon Country,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434344,2014,Toni & Guy Hairdressing Academy-Worcester,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434362,2014,Northwest HVAC/R Training Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434380,2014,L T International Beauty School,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434414,2014,Michigan Jewish Institute,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434432,2014,Myotherapy Institute,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434441,2014,Florida College of Integrative Medicine,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434469,2014,New Professions Technical Institute,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434496,2014,Strand College of Hair Design,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434502,2014,Cosmetology Career Institute,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434520,2014,Branford Hall Career Institute-Southington Campus,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434539,2014,City College-Miami,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434548,2014,ITT Technical Institute-Arnold,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434557,2014,ITT Technical Institute-Oak Brook,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434566,2014,ITT Technical Institute-Albany,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434575,2014,ITT Technical Institute-Liverpool,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434584,2014,Ilisagvik College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434672,2014,The Community College of Baltimore County,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434690,2014,Golf Academy of America-Myrtle Beach,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434715,2014,Florida Coastal School of Law,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434751,2014,White Earth Tribal and Community College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434812,2014,Centura College-North Charleston,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434821,2014,Blue Cliff College-Metairie,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434830,2014,Creative Images Institute of Cosmetology-North Dayton,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434900,2014,Dewey University-Carolina,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434937,2014,Yeshiva College of the Nations Capital,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434946,2014,University of Phoenix-South Florida Campus,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434955,2014,University of Phoenix-North Florida Campus,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434964,2014,University of Phoenix-West Florida Campus,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434973,2014,University of Phoenix-Maryland,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434982,2014,University of Phoenix-Oklahoma City Campus,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
434991,2014,University of Phoenix-Tulsa Campus,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
435000,2014,Louisiana State University Health Sciences Center-Shreveport,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
436003,2014,Central Career Institute LLC,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
436012,2014,Franklin Career Institute,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
436021,2014,Montessori Institute of Milwaukee,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
436030,2014,Hair Academy II,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
436067,2014,Pryor Beauty College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
436094,2014,Argosy University-Phoenix,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
436100,2014,Mr Leon's School of Hair Design-Lewiston,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
436182,2014,Vatterott College-St Joseph,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
436191,2014,Vatterott College-Sunset Hills,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
436225,2014,Anthem College-Orlando,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
436261,2014,Southwest Acupuncture College-Boulder,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
436270,2014,Utah College of Massage Therapy-Utah Valley,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
436304,2014,River Parishes Community College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
436429,2014,Los Angeles Film School,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
436438,2014,Argosy University-Orange County,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
436465,2014,Dewey University-Bayamon,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
436483,2014,National American University-Bloomington,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
436553,2014,Century College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
436599,2014,FINE Mortuary College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
436614,2014,International Baptist College and Seminary,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
436632,2014,The Medical Arts School,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
436641,2014,Fortis College-Foley,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
436650,2014,Medical Training College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
436702,2014,Mattia College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
436775,2014,Toni & Guy Hairdressing Academy-Carrollton,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
436818,2014,University of Connecticut-Tri-Campus,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
436827,2014,University of Connecticut-Avery Point,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
436836,2014,University of Connecticut-Stamford,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
437042,2014,ITT Technical Institute-Saint Rose,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
437051,2014,ITT Technical Institute-Richmond,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
437060,2014,Vatterott College-Oklahoma City,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
437097,2014,University of Management and Technology,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
437103,2014,Baton Rouge Community College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
437219,2014,ITT Technical Institute-Lathrop,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
437237,2014,International Yacht Restoration School,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
437316,2014,Linfield College-School of Nursing,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
437325,2014,Linfield College-Adult Degree Program,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
437501,2014,Academy of Massage Therapy,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
437529,2014,Star Career Academy-Syosset,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
437556,2014,Midwest Technical Institute-Springfield,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
437608,2014,Advanced Barber College and Hair Design,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
437635,2014,The College of Health Care Professions-Austin,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
437653,2014,The English Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
437662,2014,ICDC College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
437705,2014,Monteclaro Escuela de Hoteleria y Artes Culinarias,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
437732,2014,Dallas Nursing Institute,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
437750,2014,Professional Golfers Career College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
437769,2014,Richmond School of Health and Technology,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
437778,2014,Milan Institute-San Antonio Ingram,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
437848,2014,Westwood College-Anaheim,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
437857,2014,Rudae's School of Beauty Culture-Ft Wayne,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
437884,2014,InterCoast Colleges-Burbank,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
437927,2014,Carrington College California-Antioch,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
437936,2014,Carrington College-San Jose,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
438151,2014,Stevens-Henager College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
438179,2014,Brookline College-Tucson,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
438197,2014,Everest Institute-Jonesboro,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
438212,2014,McCann School of Business & Technology,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
438258,2014,Carrington College-Pleasant Hill,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
438267,2014,Ridley-Lowell Business & Technical Institute-Poughkeepsie,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
438285,2014,Florida College of Natural Health-Maitland,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
438294,2014,Florida College of Natural Health-Bradenton,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
438337,2014,Modern Hairstyling Institute-Carolina,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
438382,2014,University of Phoenix-Southern Colorado Campus,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
438416,2014,University of Phoenix-West Michigan Campus,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
438498,2014,Stratford University,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
438504,2014,Universal Technical Institute of California Inc,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
438586,2014,American InterContinental University-Atlanta,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
438601,2014,American InterContinental University-South Florida,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
438647,2014,Everest College-Chesapeake,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
438656,2014,Everest Institute-Greenspoint,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
438665,2014,Rancho Santiago Community College District Office,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
438674,2014,The Academy of Hair Design Six,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
438708,2014,Eastern West Virginia Community and Technical College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
438735,2014,Aviation Institute of Maintenance-Indianapolis,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
438805,2014,Branford Hall Career Institute-Springfield Campus,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
438869,2014,Remington College-Little Rock Campus,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
438902,2014,Everest University-Jacksonville,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
438984,2014,IVAEM College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439020,2014,Midwest College of Oriental Medicine-Chicago,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439039,2014,Lincoln Technical Institute-Hamden,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439057,2014,Argosy University-Seattle,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439118,2014,Carrington College-Spokane,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439127,2014,Texas School of Business-Friendswood,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439136,2014,ITT Technical Institute-Wilmington,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439145,2014,Pierce College-Puyallup,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439154,2014,Texas Tech University System Administration,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439190,2014,Cascadia College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439279,2014,University of Phoenix-St Louis Campus,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439288,2014,Johnson & Wales University-Denver,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439297,2014,University of Phoenix-Ohio,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439303,2014,Du Bois Business College-Huntingdon,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439312,2014,Du Bois Business College-Oil City,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439367,2014,CBD College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439394,2014,East West College of Natural Medicine,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439400,2014,Infinity Career College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439437,2014,Lincoln Technical Institute-Fern Park,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439446,2014,Atlantic Institute of Oriental Medicine,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439455,2014,ATS Institute of Technology,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439473,2014,Bennett Career Institute,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439482,2014,Blue Cliff College-Shreveport,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439491,2014,Blue Cliff College-Lafayette,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439507,2014,Quest College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439525,2014,Central Florida Institute,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439570,2014,Community Care College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439589,2014,Marinello Schools of Beauty-Topeka,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439613,2014,Crossroads Bible College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439622,2014,Erie 1 BOCES,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439631,2014,Fayette Beauty Academy,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439668,2014,HDS Truck Driving Institute,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439686,2014,International Training Careers,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439701,2014,King's University,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439738,2014,Fortis College-Baton Rouge,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439747,2014,My Le's Beauty College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439774,2014,New Concept Massage and Beauty School,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439783,2014,New York College of Traditional Chinese Medicine,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439792,2014,Fortis College-Orange Park,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439817,2014,Northeastern Seminary,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
439826,2014,Bryan College-Gold River,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
